categoria,sub_categoria,nombre_product,sku,url_general,url_product,price_original,precio_oferta,promo_producto,type_promo_by_product,bonus_product,type_bonus_by_product,time_update
Jugos y bebidas,Refrescos,Refresco Coca-Cola 1.75 Lt,7501055313532_A,https://www.soriana.com/jugos-y-bebidas/,/refresco-coca-cola-1.75-lt/2051621.html,41.00,0.0,,,Gratis con 300 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Refrescos,Refresco Sprite 3 Lt,7501055304806_A,https://www.soriana.com/jugos-y-bebidas/,/refresco-sprite-3-lt/1111692.html,44.00,0.0,,,Gratis con 400 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Refrescos,Refresco Pepsi Black 1.5 L Botella,7501022013069_A,https://www.soriana.com/jugos-y-bebidas/,/refresco-pepsi-black-1.5-l-botella/11582519.html,30.90,0.0,4 x 3,,Gratis con 300 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Refrescos,Refresco Sangria Casera 2.5 Lt,7501505630080_A,https://www.soriana.com/jugos-y-bebidas/,/refresco-sangria-casera-2.5-lt/1206662.html,33.00,0.0,4 x 3,,Gratis con 400 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Refrescos,Agua Mineral Ciel 8 Pack Lata 235 ml,7501055350438_A,https://www.soriana.com/jugos-y-bebidas/,/agua-mineral-ciel-8-pack-lata-235-ml/3124617.html,123.00,0.0,,,Puntos 'dobles' al pagar con 'FALABELLA',,2026-07-01
Jugos y bebidas,Refrescos,Refresco Coca Cola sin Azúcar 355 ml,7501055356256_A,https://www.soriana.com/jugos-y-bebidas/,/refresco-coca-cola-sin-azucar-355-ml/11229562.html,8.50,0.0,,,Puntos 'dobles' al pagar con 'FALABELLA',,2026-07-01
Jugos y bebidas,Refrescos,Agua Mineral Peñafiel Adas Naranjada sin Calorías 2 L,7501073840348_A,https://www.soriana.com/jugos-y-bebidas/,/agua-mineral-penafiel-adas-naranjada-sin-calorias-2-l/11060231.html,35.50,0.0,,,Gratis con 300 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Refrescos,Refresco Pepsi Black sin Azúcar 6 Pack Lata 237ml,7501022014707_A,https://www.soriana.com/jugos-y-bebidas/,/refresco-pepsi-black-sin-azucar-6-pack-lata-237ml/11546075.html,69.90,0.0,,,Puntos 'dobles' al pagar con 'FALABELLA',,2026-07-01
Jugos y bebidas,Refrescos,Refresco Jarritos Piña 2 Lt,0744886385058_A,https://www.soriana.com/jugos-y-bebidas/,/refresco-jarritos-pina-2-lt/1238833.html,24.90,0.0,,,Gratis con 300 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Refrescos,Refresco Coca Cola Original Botella 235 ml,7501055354672_A,https://www.soriana.com/jugos-y-bebidas/,/refresco-coca-cola-original-botella-235-ml/11171190.html,19.10,0.0,20% en Dinero electrónico,,Puntos 'dobles' al pagar con 'FALABELLA',,2026-07-01
Jugos y bebidas,Refrescos,Refresco Coca Cola Light 12 Pack PET 355 ml,7501055356195_A,https://www.soriana.com/jugos-y-bebidas/,/refresco-coca-cola-light-12-pack-pet-355-ml/11315161.html,166.00,0.0,,,Puntos 'dobles' al pagar con 'FALABELLA',,2026-07-01
